algo,dv,dc,nv,nc,code_id,p_phys,p_mask,no_test,no_success,no_stop,p_log,p_error,p_std_dev
10,5,6,84,70,swap3_f8b7dcce,0.001,0.4,15438,15335,103.0,0.9933281513149372,0.0066718486850627645,0.0006552000888121724
20,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7310,7199,111.0,0.9848153214774282,0.01518467852257177,0.0014302814652607325
30,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7309,7126,183.0,0.9749623751539198,0.025037624846080186,0.001827517359730381
40,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7307,7038,269.0,0.9631859860407828,0.03681401395921724,0.0022028864431604144
50,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7306,7004,302.0,0.9586641116890228,0.04133588831097723,0.002328933234203708
60,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7306,6880,426.0,0.9416917601970984,0.05830823980290156,0.0027414448708691745
70,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7305,6783,522.0,0.928542094455852,0.07145790554414799,0.0030138097228882446
80,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7305,6710,595.0,0.91854893908282,0.08145106091718002,0.003200290575287806
90,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7303,6579,724.0,0.9008626591811584,0.09913734081884162,0.0034970132298984746
100,5,6,84,70,swap3_f8b7dcce,0.001,0.4,7303,6456,847.0,0.8840202656442557,0.11597973435574427,0.0037468949320010186
210,5,6,84,70,swap3_f8b7dcce,0.001,0.4,1352,917,435.0,0.6782544378698225,0.32174556213017746,0.012704695451818465
310,5,6,84,70,swap3_f8b7dcce,0.001,0.4,1349,659,690.0,0.4885100074128984,0.5114899925871016,0.013609724319367508
410,5,6,84,70,swap3_f8b7dcce,0.001,0.4,1344,468,876.0,0.3482142857142857,0.6517857142857143,0.012994993797371809
510,5,6,84,70,swap3_f8b7dcce,0.001,0.4,1343,342,1001.0,0.2546537602382725,0.7453462397617274,0.011888199178104025
610,5,6,84,70,swap3_f8b7dcce,0.001,0.4,1339,198,1141.0,0.1478715459297983,0.8521284540702017,0.00970073301027385
