algo,dv,dc,nv,nc,code_id,p_phys,p_mask,no_test,no_success,no_stop,p_log,p_error,p_std_dev
1600,5,6,36,30,swap3_4f24864a,0.001,0.0,5419,5039,380.0,0.9298763609522052,0.07012363904779484,0.0034688478472586766
1700,5,6,36,30,swap3_4f24864a,0.001,0.0,5416,5001,415.0,0.9233751846381092,0.07662481536189081,0.003614385673223304
1800,5,6,36,30,swap3_4f24864a,0.001,0.0,5405,5004,401.0,0.925809435707678,0.07419056429232196,0.003564817403424909
1900,5,6,36,30,swap3_4f24864a,0.001,0.0,3826,3492,334.0,0.9127025614218504,0.08729743857814964,0.004563445858843728
2000,5,6,36,30,swap3_4f24864a,0.001,0.0,3818,3535,283.0,0.925877422734416,0.07412257726558402,0.004239689394475368
2500,5,6,36,30,swap3_4f24864a,0.001,0.0,2786,2499,287.0,0.8969849246231156,0.10301507537688437,0.00575907067629414
3000,5,6,36,30,swap3_4f24864a,0.001,0.0,2776,2430,346.0,0.8753602305475504,0.12463976945244959,0.006269198103194129
0,5,6,36,30,swap3_4f24864a,0.001,0.1,89167,89163,4.0,0.9999551403546156,4.4859645384365265e-05,2.2429319589628807e-05
1,5,6,36,30,swap3_4f24864a,0.001,0.1,89167,89146,21.0,0.9997644868617314,0.0002355131382686393,5.138712791490172e-05
2,5,6,36,30,swap3_4f24864a,0.001,0.1,89167,89147,20.0,0.9997757017730776,0.00022429822692238144,5.014898315283094e-05
3,5,6,36,30,swap3_4f24864a,0.001,0.1,89164,89136,28.0,0.9996859719169172,0.0003140280830827846,5.933641062176436e-05
4,5,6,36,30,swap3_4f24864a,0.001,0.1,89163,89129,34.0,0.9996186759081682,0.0003813240918317806,6.538407240249319e-05
5,5,6,36,30,swap3_4f24864a,0.001,0.1,89162,89122,40.0,0.999551378389897,0.00044862161010295054,7.091739188325112e-05
6,5,6,36,30,swap3_4f24864a,0.001,0.1,89160,89118,42.0,0.999528936742934,0.0004710632570660289,7.266951659034588e-05
7,5,6,36,30,swap3_4f24864a,0.001,0.1,89159,89092,67.0,0.99924853351877,0.0007514664812300342,9.177174132444848e-05
8,5,6,36,30,swap3_4f24864a,0.001,0.1,89156,89088,68.0,0.9992372919377271,0.0007627080622728544,9.245665940012166e-05
9,5,6,36,30,swap3_4f24864a,0.001,0.1,89153,89081,72.0,0.9991923995827398,0.0008076004172602458,9.513818181988185e-05
10,5,6,36,30,swap3_4f24864a,0.001,0.1,89151,89072,79.0,0.9991138629964892,0.0008861370035108118,9.965401919804866e-05
11,5,6,36,30,swap3_4f24864a,0.001,0.1,22169,22146,23.0,0.9989625152239614,0.0010374847760385997,0.0002162182812313079
12,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22150,18.0,0.9991880187657886,0.0008119812342114452,0.0001913080956790264
13,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22139,29.0,0.9986918080115482,0.001308191988451779,0.00024276620532537915
14,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22145,23.0,0.998962468422952,0.001037531577048001,0.0002162280297877013
15,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22137,31.0,0.9986015878744136,0.0013984121255864457,0.0002509865565801693
16,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22137,31.0,0.9986015878744136,0.0013984121255864457,0.0002509865565801693
17,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22133,35.0,0.9984211476001444,0.001578852399855557,0.0002666640035108812
18,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22145,23.0,0.998962468422952,0.001037531577048001,0.0002162280297877013
19,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22131,37.0,0.9983309274630098,0.0016690725369902237,0.0002741647475826453
20,5,6,36,30,swap3_4f24864a,0.001,0.1,22168,22130,38.0,0.9982858173944424,0.001714182605557557,0.00027783869862826443
21,5,6,36,30,swap3_4f24864a,0.001,0.1,22166,22130,36.0,0.9983758910042408,0.0016241089957591548,0.0002704649324689555
22,5,6,36,30,swap3_4f24864a,0.001,0.1,22166,22116,50.0,0.9977442930614454,0.0022557069385545914,0.00031864514035165526
23,5,6,36,30,swap3_4f24864a,0.001,0.1,22165,22126,39.0,0.9982404692082112,0.0017595307917888103,0.00028150243385333877
24,5,6,36,30,swap3_4f24864a,0.001,0.1,22165,22125,40.0,0.9981953530340628,0.0018046469659371844,0.000285082154231374
25,5,6,36,30,swap3_4f24864a,0.001,0.1,22165,22124,41.0,0.9981502368599144,0.0018497631400855585,0.00028861716059840476
26,5,6,36,30,swap3_4f24864a,0.001,0.1,22165,22107,58.0,0.997383261899391,0.0026167381006090285,0.00034314470277656994
27,5,6,36,30,swap3_4f24864a,0.001,0.1,22165,22106,59.0,0.9973381457252424,0.0026618542747576246,0.00034608237718985286
28,5,6,36,30,swap3_4f24864a,0.001,0.1,22165,22113,52.0,0.9976539589442815,0.002346041055718451,0.00032495550699855266
29,5,6,36,30,swap3_4f24864a,0.001,0.1,22163,22116,47.0,0.9978793484636556,0.0021206515363444423,0.00030900065492958656
30,5,6,36,30,swap3_4f24864a,0.001,0.1,22163,22088,75.0,0.99661598159094,0.0033840184090599967,0.0003900910702783542
31,5,6,36,30,swap3_4f24864a,0.001,0.1,22163,22098,65.0,0.9970671840454812,0.002932815954518775,0.00036323722005773346
32,5,6,36,30,swap3_4f24864a,0.001,0.1,22163,22107,56.0,0.9974732662545684,0.002526733745431553,0.0003372221550315472
33,5,6,36,30,swap3_4f24864a,0.001,0.1,22163,22097,66.0,0.9970220638000272,0.002977936199972775,0.0003660124058824133
34,5,6,36,30,swap3_4f24864a,0.001,0.1,22163,22076,87.0,0.9960745386454902,0.003925461354509774,0.0004200267977596902
35,5,6,36,30,swap3_4f24864a,0.001,0.1,22161,22081,80.0,0.9963900546004242,0.00360994539957582,0.000402875012279878
36,5,6,36,30,swap3_4f24864a,0.001,0.1,22160,22092,68.0,0.9969314079422382,0.0030685920577617765,0.00037155006322576426
37,5,6,36,30,swap3_4f24864a,0.001,0.1,22160,22074,86.0,0.9961191335740072,0.003880866425992835,0.00041767175836246543
38,5,6,36,30,swap3_4f24864a,0.001,0.1,22160,22089,71.0,0.9967960288808664,0.0032039711191336195,0.00037963178579891174
39,5,6,36,30,swap3_4f24864a,0.001,0.1,22160,22078,82.0,0.9962996389891696,0.0037003610108303775,0.0004078797614301201
40,5,6,36,30,swap3_4f24864a,0.001,0.1,22159,22095,64.0,0.9971117830226996,0.0028882169773003508,0.0003605053828342951
41,5,6,36,30,swap3_4f24864a,0.001,0.1,22159,22060,99.0,0.9955322893632385,0.004467710636761546,0.0004480176411476839
42,5,6,36,30,swap3_4f24864a,0.001,0.1,22159,22060,99.0,0.9955322893632385,0.004467710636761546,0.0004480176411476839
43,5,6,36,30,swap3_4f24864a,0.001,0.1,22159,22073,86.0,0.9961189584367526,0.0038810415632474227,0.00041769057049748125
44,5,6,36,30,swap3_4f24864a,0.001,0.1,22159,22083,76.0,0.9965702423394558,0.003429757660544208,0.00039274493791765944
45,5,6,36,30,swap3_4f24864a,0.001,0.1,22159,22061,98.0,0.9955774177535088,0.004422582246491169,0.00044575928581378805
46,5,6,36,30,swap3_4f24864a,0.001,0.1,22158,22052,106.0,0.9952161747450132,0.004783825254986773,0.0004635334583748716
47,5,6,36,30,swap3_4f24864a,0.001,0.1,22158,22052,106.0,0.9952161747450132,0.004783825254986773,0.0004635334583748716
48,5,6,36,30,swap3_4f24864a,0.001,0.1,22157,22064,93.0,0.9958026808683486,0.004197319131651445,0.00043432733399262845
49,5,6,36,30,swap3_4f24864a,0.001,0.1,22157,22057,100.0,0.9954867536218802,0.004513246378119784,0.00045030501641685124
50,5,6,36,30,swap3_4f24864a,0.001,0.1,22157,22058,99.0,0.9955318860856616,0.004468113914338434,0.00044805799067625476
51,5,6,36,30,swap3_4f24864a,0.001,0.1,22157,22064,93.0,0.9958026808683486,0.004197319131651445,0.00043432733399262845
52,5,6,36,30,swap3_4f24864a,0.001,0.1,22157,22048,109.0,0.9950805614478494,0.004919438552150601,0.00047003631469726733
53,5,6,36,30,swap3_4f24864a,0.001,0.1,22157,22051,106.0,0.995215958839193,0.0047840411608069955,0.00046355432849931117
54,5,6,36,30,swap3_4f24864a,0.001,0.1,22157,22046,111.0,0.994990296520287,0.005009703479712968,0.0004743074589220883
55,5,6,36,30,swap3_4f24864a,0.001,0.1,22157,22054,103.0,0.9953513562305366,0.00464864376946339,0.00045697859799897773
56,5,6,36,30,swap3_4f24864a,0.001,0.1,22156,22028,128.0,0.9942227838960102,0.005777216103989846,0.0005091614141345668
57,5,6,36,30,swap3_4f24864a,0.001,0.1,22156,22044,112.0,0.9949449359090088,0.005055064090991213,0.0004764498316176929
58,5,6,36,30,swap3_4f24864a,0.001,0.1,22156,22021,135.0,0.9939068423903232,0.006093157609676769,0.0005228153956186141
59,5,6,36,30,swap3_4f24864a,0.001,0.1,22156,22017,139.0,0.9937263043870734,0.006273695612926566,0.0005304560861537522
60,5,6,36,30,swap3_4f24864a,0.001,0.1,22156,22035,121.0,0.9945387254016972,0.005461274598302812,0.0004951219474296576
61,5,6,36,30,swap3_4f24864a,0.001,0.1,22156,22035,121.0,0.9945387254016972,0.005461274598302812,0.0004951219474296576
62,5,6,36,30,swap3_4f24864a,0.001,0.1,22155,22017,138.0,0.9937711577522004,0.006228842247799626,0.0005285803118820309
63,5,6,36,30,swap3_4f24864a,0.001,0.1,22155,22027,128.0,0.9942225231324756,0.005777476867524389,0.0005091843291439712
64,5,6,36,30,swap3_4f24864a,0.001,0.1,22154,22037,117.0,0.9947187866750924,0.005281213324907608,0.0004869573660341811
65,5,6,36,30,swap3_4f24864a,0.001,0.1,22154,22005,149.0,0.9932743522614428,0.006725647738557217,0.0005491305347402179
66,5,6,36,30,swap3_4f24864a,0.001,0.1,22154,22029,125.0,0.99435767807168,0.005642321928320038,0.000503238861207941
67,5,6,36,30,swap3_4f24864a,0.001,0.1,22154,22041,113.0,0.9948993409767988,0.005100659023201226,0.0004786043504339702
68,5,6,36,30,swap3_4f24864a,0.001,0.1,22154,22007,147.0,0.9933646294122958,0.006635370587704248,0.0005454574301537756
69,5,6,36,30,swap3_4f24864a,0.001,0.1,22154,22033,121.0,0.9945382323733865,0.005461767626613545,0.0004951665228924981
70,5,6,36,30,swap3_4f24864a,0.001,0.1,23333,23180,153.0,0.9934427634680496,0.0065572365319503945,0.0005283802300928876
80,5,6,36,30,swap3_4f24864a,0.001,0.1,8318,8247,71.0,0.9914642943015148,0.008535705698485163,0.0010086692879598509
90,5,6,36,30,swap3_4f24864a,0.001,0.1,8317,8249,68.0,0.9918239749909824,0.008176025009017596,0.000987427131019259
100,5,6,36,30,swap3_4f24864a,0.001,0.1,8317,8261,56.0,0.99326680293375,0.006733197066249974,0.000896727053714459
110,5,6,36,30,swap3_4f24864a,0.001,0.1,8316,8224,92.0,0.9889369889369888,0.011063011063011219,0.001147000859952158
120,5,6,36,30,swap3_4f24864a,0.001,0.1,8314,8229,85.0,0.9897762809718548,0.010223719028145228,0.0011032348283689167
130,5,6,36,30,swap3_4f24864a,0.001,0.1,8312,8186,126.0,0.9848411934552456,0.015158806544754433,0.0013401791000904298
140,5,6,36,30,swap3_4f24864a,0.001,0.1,8310,8191,119.0,0.9856799037304452,0.014320096269554772,0.0013032880344145223
150,5,6,36,30,swap3_4f24864a,0.001,0.1,8310,8184,126.0,0.9848375451263538,0.015162454873646203,0.0013404991632675195
160,5,6,36,30,swap3_4f24864a,0.001,0.1,1180,1163,17.0,0.985593220338983,0.014406779661017,0.0034688962197999373
170,5,6,36,30,swap3_4f24864a,0.001,0.1,1179,1159,20.0,0.98303647158609,0.016963528413910023,0.0037608499659264618
180,5,6,36,30,swap3_4f24864a,0.001,0.1,1179,1157,22.0,0.981340118744699,0.018659881255301047,0.0039410079617707644
190,5,6,36,30,swap3_4f24864a,0.001,0.1,1179,1159,20.0,0.98303647158609,0.016963528413910023,0.0037608499659264618
200,5,6,36,30,swap3_4f24864a,0.001,0.1,1179,1153,26.0,0.9779474130619168,0.022052586938083207,0.004276915008628013
210,5,6,36,30,swap3_4f24864a,0.001,0.1,4140,4048,92.0,0.9777777777777776,0.022222222222222365,0.002290939677137365
220,5,6,36,30,swap3_4f24864a,0.001,0.1,2076,2037,39.0,0.98121387283237,0.01878612716762995,0.002979797793639462
230,5,6,36,30,swap3_4f24864a,0.001,0.1,2074,2016,58.0,0.9720347155255544,0.027965284474445573,0.003620313106721379
240,5,6,36,30,swap3_4f24864a,0.001,0.1,2074,2032,42.0,0.9797492767598844,0.020250723240115565,0.00309295334425896
250,5,6,36,30,swap3_4f24864a,0.001,0.1,2072,2017,55.0,0.9734555984555984,0.02654440154440163,0.003531422398398801
260,5,6,36,30,swap3_4f24864a,0.001,0.1,3451,3351,100.0,0.9710228919153868,0.02897710808461318,0.0028554185396722654
270,5,6,36,30,swap3_4f24864a,0.001,0.1,3448,3347,101.0,0.970707656612529,0.029292343387470998,0.002871690671089744
280,5,6,36,30,swap3_4f24864a,0.001,0.1,3445,3361,84.0,0.9756168359941944,0.024383164005805646,0.002627786395570706
290,5,6,36,30,swap3_4f24864a,0.001,0.1,3444,3341,103.0,0.9700929152148664,0.029907084785133597,0.0029024325506427054
300,5,6,36,30,swap3_4f24864a,0.001,0.1,3440,3333,107.0,0.9688953488372092,0.03110465116279082,0.002959864853865597
310,5,6,36,30,swap3_4f24864a,0.001,0.1,2062,1992,70.0,0.9660523763336566,0.03394762366634341,0.003988050927540362
410,5,6,36,30,swap3_4f24864a,0.001,0.1,2061,1993,68.0,0.9670063076176614,0.032993692382338624,0.003934514208874354
510,5,6,36,30,swap3_4f24864a,0.001,0.1,2061,1969,92.0,0.95536147501213,0.04463852498787002,0.00454883081174656
610,5,6,36,30,swap3_4f24864a,0.001,0.1,2061,1929,132.0,0.935953420669578,0.06404657933042202,0.005393070427848598
710,5,6,36,30,swap3_4f24864a,0.001,0.1,4204,3941,263.0,0.93744053282588,0.06255946717411998,0.0037349692502020478
810,5,6,36,30,swap3_4f24864a,0.001,0.1,4204,3887,317.0,0.9245956232159848,0.07540437678401524,0.004072328843986636
910,5,6,36,30,swap3_4f24864a,0.001,0.1,4200,3867,333.0,0.9207142857142856,0.0792857142857144,0.00416903237020176
1000,5,6,36,30,swap3_4f24864a,0.001,0.1,2540,2275,265.0,0.8956692913385826,0.10433070866141736,0.006065450496138909
1500,5,6,36,30,swap3_4f24864a,0.001,0.1,2535,2179,356.0,0.8595660749506904,0.14043392504930963,0.0069005970568815
2000,5,6,36,30,swap3_4f24864a,0.001,0.1,2527,2053,474.0,0.8124258013454689,0.18757419865453107,0.007765613697295526
100,5,6,36,30,swap3_4f24864a,0.001,0.15,9795,9629,166.0,0.9830525778458395,0.016947422154160452,0.0013041813242970234
200,5,6,36,30,swap3_4f24864a,0.001,0.15,9794,9463,331.0,0.9662037982438229,0.03379620175617715,0.0018259474199158689
300,5,6,36,30,swap3_4f24864a,0.001,0.15,9793,9292,501.0,0.9488410088838968,0.051158991116103225,0.0022263827669714536
400,5,6,36,30,swap3_4f24864a,0.001,0.15,9791,9101,690.0,0.9295271167398632,0.07047288326013679,0.0025865955537324524
500,5,6,36,30,swap3_4f24864a,0.001,0.15,9791,8881,910.0,0.9070575017873558,0.09294249821264422,0.00293434419926335
600,5,6,36,30,swap3_4f24864a,0.001,0.15,9788,8789,999.0,0.8979362484675112,0.10206375153248881,0.003059930308622269
700,5,6,36,30,swap3_4f24864a,0.001,0.15,9787,8555,1232.0,0.8741187289261265,0.12588127107387348,0.0033530573252865447
800,5,6,36,30,swap3_4f24864a,0.001,0.15,9783,8442,1341.0,0.8629254829806807,0.13707451701931928,0.0034771944882434746
900,5,6,36,30,swap3_4f24864a,0.001,0.15,9781,8222,1559.0,0.8406093446477865,0.15939065535221353,0.00370115186587929
1000,5,6,36,30,swap3_4f24864a,0.001,0.15,9778,8101,1677.0,0.828492534260585,0.171507465739415,0.003812069395458107
2000,5,6,36,30,swap3_4f24864a,0.001,0.15,2443,1699,744.0,0.6954564060581253,0.3045435939418747,0.009311034948360749
0,5,6,36,30,swap3_4f24864a,0.001,0.2,48667,48667,0.0,1.0,0.0,0.0
1,5,6,36,30,swap3_4f24864a,0.001,0.2,48667,48646,21.0,0.999568496106191,0.00043150389380897103,9.414155153693455e-05
2,5,6,36,30,swap3_4f24864a,0.001,0.2,48667,48637,30.0,0.9993835658659872,0.0006164341340127999,0.00011251026651339456
3,5,6,36,30,swap3_4f24864a,0.001,0.2,48667,48619,48.0,0.9990137053855797,0.0009862946144203466,0.00014228914382729519
4,5,6,36,30,swap3_4f24864a,0.001,0.2,48667,48596,71.0,0.9985411058828364,0.0014588941171636005,0.0001730125362077952
5,5,6,36,30,swap3_4f24864a,0.001,0.2,48666,48606,60.0,0.9987671063987178,0.0012328936012822034,0.000159067731955821
6,5,6,36,30,swap3_4f24864a,0.001,0.2,48665,48585,80.0,0.9983561080858934,0.0016438919141066322,0.00018364157357494246
7,5,6,36,30,swap3_4f24864a,0.001,0.2,48663,48564,99.0,0.9979656001479564,0.002034399852043567,0.00020425679071991074
8,5,6,36,30,swap3_4f24864a,0.001,0.2,48661,48531,130.0,0.997328456053102,0.0026715439468979474,0.00023399671033486757
9,5,6,36,30,swap3_4f24864a,0.001,0.2,48661,48540,121.0,0.9975134090955796,0.0024865909044203827,0.00022577249209077666
10,5,6,36,30,swap3_4f24864a,0.001,0.2,48661,48522,139.0,0.9971435030106244,0.002856496989375623,0.00024193862187250455
11,5,6,36,30,swap3_4f24864a,0.001,0.2,6261,6232,29.0,0.9953681520523878,0.004631847947612178,0.0008581183037271512
12,5,6,36,30,swap3_4f24864a,0.001,0.2,6261,6242,19.0,0.9969653409998402,0.003034659000159756,0.0006951413563704928
13,5,6,36,30,swap3_4f24864a,0.001,0.2,6261,6235,26.0,0.9958473087366236,0.004152691263376362,0.0008127170056449937
14,5,6,36,30,swap3_4f24864a,0.001,0.2,6261,6242,19.0,0.9969653409998402,0.003034659000159756,0.0006951413563704928
15,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6231,29.0,0.9953674121405752,0.004632587859424775,0.0008582550643341345
16,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6232,28.0,0.9955271565495208,0.004472843450479158,0.0008433954198220331
17,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6234,26.0,0.9958466453674122,0.0041533546325878135,0.0008128465619096084
18,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6231,29.0,0.9953674121405752,0.004632587859424775,0.0008582550643341345
19,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6232,28.0,0.9955271565495208,0.004472843450479158,0.0008433954198220331
20,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6228,32.0,0.994888178913738,0.005111821086261958,0.0009013382286728404
21,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6209,51.0,0.99185303514377,0.00814696485623001,0.0011361467177240384
22,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6226,34.0,0.9945686900958468,0.005431309904153192,0.0009289289907139599
23,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6218,42.0,0.9932907348242812,0.006709265175718793,0.0010317833236296449
24,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6208,52.0,0.9916932907348244,0.008306709265175627,0.0011471389501642516
25,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6207,53.0,0.9915335463258786,0.008466453674121355,0.0011580233266082767
26,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6195,65.0,0.9896166134185304,0.010383386581469645,0.0012811967663417547
27,5,6,36,30,swap3_4f24864a,0.001,0.2,6260,6214,46.0,0.9926517571884984,0.007348242811501593,0.0010794512671688618
28,5,6,36,30,swap3_4f24864a,0.001,0.2,6259,6211,48.0,0.9923310432976514,0.007668956702348573,0.0011026659299040184
29,5,6,36,30,swap3_4f24864a,0.001,0.2,6259,6212,47.0,0.9924908132289504,0.007509186771049614,0.001091207205738262
30,5,6,36,30,swap3_4f24864a,0.001,0.2,6259,6208,51.0,0.9918517335037546,0.008148266496245449,0.0011363274941871434
31,5,6,36,30,swap3_4f24864a,0.001,0.2,6257,6186,71.0,0.988652708965958,0.011347291034041973,0.001339013327694002
32,5,6,36,30,swap3_4f24864a,0.001,0.2,6257,6203,54.0,0.991369665974109,0.008630334025890973,0.0011693608187328193
33,5,6,36,30,swap3_4f24864a,0.001,0.2,6257,6192,65.0,0.9896116349688348,0.010388365031165248,0.0012818078285907575
34,5,6,36,30,swap3_4f24864a,0.001,0.2,6257,6184,73.0,0.9883330669649992,0.01166693303500077,0.0013575221924101205
35,5,6,36,30,swap3_4f24864a,0.001,0.2,6256,6181,75.0,0.9880115089514068,0.01198849104859323,0.001375988782523651
36,5,6,36,30,swap3_4f24864a,0.001,0.2,6255,6189,66.0,0.9894484412470024,0.010551558752997625,0.0012919367079601255
37,5,6,36,30,swap3_4f24864a,0.001,0.2,6255,6184,71.0,0.9886490807354116,0.011350919264588422,0.0013394390116527161
38,5,6,36,30,swap3_4f24864a,0.001,0.2,6255,6180,75.0,0.988009592326139,0.011990407673860948,0.0013762074299014657
39,5,6,36,30,swap3_4f24864a,0.001,0.2,6254,6192,62.0,0.9900863447393669,0.009913655260633147,0.0012527791108095342
40,5,6,36,30,swap3_4f24864a,0.001,0.2,6254,6182,72.0,0.988487368084426,0.011512631915573945,0.001348944038683441
41,5,6,36,30,swap3_4f24864a,0.001,0.2,6253,6190,63.0,0.9899248360786822,0.010075163921317798,0.0012629406912888497
42,5,6,36,30,swap3_4f24864a,0.001,0.2,6252,6175,77.0,0.9876839411388356,0.01231605886116438,0.001394875317782254
43,5,6,36,30,swap3_4f24864a,0.001,0.2,6251,6174,77.0,0.9876819708846584,0.012318029115341633,0.0013950970706423959
44,5,6,36,30,swap3_4f24864a,0.001,0.2,6251,6165,86.0,0.9862422012478004,0.013757798752199624,0.0014733011156999006
45,5,6,36,30,swap3_4f24864a,0.001,0.2,6251,6168,83.0,0.9867221244600864,0.013277875539913553,0.0014477280211220324
46,5,6,36,30,swap3_4f24864a,0.001,0.2,6251,6172,79.0,0.9873620220764676,0.012637977923532384,0.0014128701701384468
47,5,6,36,30,swap3_4f24864a,0.001,0.2,6251,6163,88.0,0.9859222524396096,0.014077747560390375,0.0014900923036613733
48,5,6,36,30,swap3_4f24864a,0.001,0.2,6251,6177,74.0,0.9881618940969444,0.011838105903055562,0.0013679820920862575
49,5,6,36,30,swap3_4f24864a,0.001,0.2,6250,6155,95.0,0.9848,0.015199999999999991,0.0015475896096833937
50,5,6,36,30,swap3_4f24864a,0.001,0.2,6250,6159,91.0,0.98544,0.014560000000000017,0.0015151504954954154
51,5,6,36,30,swap3_4f24864a,0.001,0.2,6973,6867,106.0,0.9847985085329126,0.01520149146708738,0.0014652339015956194
52,5,6,36,30,swap3_4f24864a,0.001,0.2,6972,6843,129.0,0.9814974182444062,0.018502581755593828,0.001613920200698981
53,5,6,36,30,swap3_4f24864a,0.001,0.2,6972,6876,96.0,0.9862306368330463,0.013769363166953652,0.0013956209588275093
54,5,6,36,30,swap3_4f24864a,0.001,0.2,6972,6837,135.0,0.9806368330464716,0.019363166953528355,0.0016503026860816175
55,5,6,36,30,swap3_4f24864a,0.001,0.2,6972,6853,119.0,0.9829317269076304,0.01706827309236958,0.0015512356569517194
56,5,6,36,30,swap3_4f24864a,0.001,0.2,6972,6856,116.0,0.983362019506598,0.016637980493402038,0.0015318926464039833
57,5,6,36,30,swap3_4f24864a,0.001,0.2,6972,6846,126.0,0.9819277108433736,0.018072289156626398,0.001595392890192607
58,5,6,36,30,swap3_4f24864a,0.001,0.2,6970,6853,117.0,0.9832137733142036,0.016786226685796435,0.0015388069163769227
59,5,6,36,30,swap3_4f24864a,0.001,0.2,6970,6835,135.0,0.9806312769010044,0.01936872309899562,0.00165077155407587
60,5,6,36,30,swap3_4f24864a,0.001,0.2,6970,6825,145.0,0.9791965566714492,0.020803443328550775,0.0017095671410589878
61,5,6,36,30,swap3_4f24864a,0.001,0.2,6970,6849,121.0,0.9826398852223815,0.01736011477761845,0.0015644334782810294
62,5,6,36,30,swap3_4f24864a,0.001,0.2,6969,6851,118.0,0.9830678720045918,0.01693212799540822,0.001545476090478678
63,5,6,36,30,swap3_4f24864a,0.001,0.2,6969,6845,124.0,0.9822069163438084,0.01779308365619159,0.0015835867963756322
64,5,6,36,30,swap3_4f24864a,0.001,0.2,6968,6839,129.0,0.9814867967853044,0.018513203214695628,0.0016148379384226064
65,5,6,36,30,swap3_4f24864a,0.001,0.2,6968,6822,146.0,0.9790470723306544,0.020952927669345645,0.0017158134680025324
66,5,6,36,30,swap3_4f24864a,0.001,0.2,6968,6824,144.0,0.9793340987370838,0.02066590126291623,0.001704270560701557
67,5,6,36,30,swap3_4f24864a,0.001,0.2,6966,6813,153.0,0.9780361757105944,0.021963824289405576,0.0017560614320361746
68,5,6,36,30,swap3_4f24864a,0.001,0.2,6964,6823,141.0,0.9797530155083284,0.020246984491671616,0.0016877538148374078
69,5,6,36,30,swap3_4f24864a,0.001,0.2,6963,6817,146.0,0.9790320264253912,0.020967973574608778,0.001717032367795812
70,5,6,36,30,swap3_4f24864a,0.001,0.2,8137,7962,175.0,0.978493302199828,0.021506697800172003,0.0016081762238186485
80,5,6,36,30,swap3_4f24864a,0.001,0.2,1179,1150,29.0,0.9754028837998304,0.024597116200169578,0.00451104554067719
90,5,6,36,30,swap3_4f24864a,0.001,0.2,1178,1134,44.0,0.9626485568760612,0.03735144312393879,0.005524779249521245
100,5,6,36,30,swap3_4f24864a,0.001,0.2,1178,1140,38.0,0.967741935483871,0.032258064516129004,0.005147854794926269
110,5,6,36,30,swap3_4f24864a,0.001,0.2,1178,1140,38.0,0.967741935483871,0.032258064516129004,0.005147854794926269
120,5,6,36,30,swap3_4f24864a,0.001,0.2,1178,1142,36.0,0.969439728353141,0.03056027164685904,0.005014947220346403
130,5,6,36,30,swap3_4f24864a,0.001,0.2,1177,1129,48.0,0.9592183517417162,0.04078164825828379,0.005765047572396762
140,5,6,36,30,swap3_4f24864a,0.001,0.2,1176,1128,48.0,0.9591836734693876,0.0408163265306124,0.00576984552334205
150,5,6,36,30,swap3_4f24864a,0.001,0.2,1176,1122,54.0,0.9540816326530612,0.04591836734693877,0.006103547457887837
160,5,6,36,30,swap3_4f24864a,0.001,0.2,1176,1121,55.0,0.9532312925170068,0.04676870748299322,0.006157056918757471
170,5,6,36,30,swap3_4f24864a,0.001,0.2,1176,1111,65.0,0.9447278911564626,0.05527210884353739,0.006663504957807551
180,5,6,36,30,swap3_4f24864a,0.001,0.2,1176,1115,61.0,0.9481292517006804,0.05187074829931959,0.006466828871628038
190,5,6,36,30,swap3_4f24864a,0.001,0.2,1176,1103,73.0,0.9379251700680272,0.062074829931972775,0.0070362004558211545
200,5,6,36,30,swap3_4f24864a,0.001,0.2,1176,1111,65.0,0.9447278911564626,0.05527210884353739,0.006663504957807551
210,5,6,36,30,swap3_4f24864a,0.001,0.2,4131,3867,264.0,0.9360929557007988,0.06390704429920124,0.003805452075883983
220,5,6,36,30,swap3_4f24864a,0.001,0.2,2069,1930,139.0,0.9328177863702272,0.06718221362977284,0.005503580441930561
230,5,6,36,30,swap3_4f24864a,0.001,0.2,2068,1916,152.0,0.9264990328820116,0.07350096711798837,0.0057384386734924365
240,5,6,36,30,swap3_4f24864a,0.001,0.2,2067,1921,146.0,0.9293662312530238,0.07063376874697624,0.005635460309301631
250,5,6,36,30,swap3_4f24864a,0.001,0.2,2066,1895,171.0,0.9172313649564376,0.08276863504356236,0.006061877929745412
310,5,6,36,30,swap3_4f24864a,0.001,0.2,2059,1866,193.0,0.9062651772705196,0.09373482272948042,0.006423177953741167
